Name,Address,Contributor,Tags,Business Hours,Tel,Mail,website,Description,Business Type,Latitude and Longitude;;;;;
"Irca Metal Spinning,""1205 Manhattan Ave, #121 Brooklyn, NY 11222"",Andy Singh,""metal, 3D printing, casting, CNC, drafting"",,(718) 389-1855,,http://www.ircametals.com,""IRCA Metal Spinning, custom manufacture metal parts for commercial, industrial, and retail product applications. They transform small sheets of aluminum,brass, steel, copper, bronze or silver into gracefully curved cones, rings, and bowls serving a variety of purposes: products for upscale retail markets, supplies for the restaurant and baking industries, lamp parts, and various component parts."",Store,""40.738738,-73.955562""";;;;;
"GT Machine & Tool,""32-14 49th Street Queens, NY 11103"",Andy Singh,""electronics, services, plastic, metal, casting, drafting, CNC"",,(718) 728-6800,gt@gtmachinetool.com,http://www.gtmachinetool.com/,""G.T. Machine & Tool Co. has 18 Computerized Numerical Control (CNC) Milling and Turning Centers. G.T. machines a wide variety of materials such as Aluminum, Carbon Steels, Stainless Steels, Brass, Bronze, and Plastic."",Store,""40.7551823,-73.9123213""";;;;;
"Kelly Manufacturing,""41731 CORPORATE CENTER CRT, MURRIETA CA 92562"",Robert Kelly,""fabrication, machining, metal, hardware"",8am - 4pm,(951) 600-8516,Ryan@kelly-mfg.com,Kelly-Manufacturing.com,CNC Milling | CNC Turning | Cad/Cam Engineering | Assemblies | Metal Saw Cutting,Store,""33.5282889,-117.1788745""";;;;;
"Milwaukee Makerspace,2555 S. Lenox St.,Pete Prodoehl,""electronics, fabrication, art, fabric / textiles, pcb, makerspace, plastic, machining, tools, metal, wood, laser cutting, 3D printing, paint, miscellaneous, hardware"",,,info@milwaukeemakerspace.org,http://milwaukeemakerspace.org/,""Milwaukee Makerspace, at its heart, is a social club for people who like to build, invent, tinker and/or collect new skills and expand their minds. We have a wide range of skill sets in our membership and you’re likely to find someone who can talk about most any technical concept with you in a meaningful way. We are also a physical space where you can have access to wide array of equipment. Plus, there are folks around the space that can give you tips and pointers on operating that equipment effectively."",Makerspace,""42.998085,-87.898484""";;;;;
"The IMC Lab + Gallery,""56 West 22nd st. 6th floor, New York, NY"",JT5D,""electronics, retail, services, art, fabric / textiles, makerspace, plastic, labware, coworking, tools, museum, wood, glass, paint, miscellaneous, hardware, interactive, immersive audio/video tools, software, & environments"",10:30AM-6PM,212-675-7573,info@theimclab.com,http://TheIMClab.com,""The IMC Lab + Gallery is a research lab and media art gallery in New York City. We develop and showcase creative software + digital art projects, focusing on the exploration of imaginative uses for new technologies. Our mission is to support collaborating artists + coders via exhibitions, commercial projects, and facilities for interdisciplinary research + public education. As a hub for creatives and software developers, The IMC Lab + Gallery connects art, technology research, and education. Inspired in part by leading institutions like Ars Electronica and Tisch ITP, our studios and lab space, shows and live events, tools and platforms all serve to engage the public and help artists + coders realize new ideas."",Hackerspace,""40.7419859,-73.9928481""";;;;;
"nybi.cc,""9 rue d'Alsace 54140 JARVILLE-LA-MALGRANGE, france"",martin quinson,""services, fabrication, machining, labware, coworking, 3D printing"",,,,http://nybi.cc,""NYBI.CC est un espace de création et de fabrication à Nancy. NYBI.CC vise le partage des connaissances et la mutualisation des moyens de production : au local, chacun est libre d'utiliser les machines pour expérimenter, apprendre, fabriquer. L'association est ouverte à tous, rejoignez-nous. IN BIDOUILLE WE TRUST !"",Hackerspace,""48.6751353,6.199601599999999""";;;;;
"E-J Enterprises,""7280 Baltimore Annapolis Blvd, Glen Burnie, MD 21061"",Jeff Taylor,""supplier, surplus, plastic, metal"",,(443) 957-1495,,http://www.e-jenterprises.com/home_eje.html,""An open-to-the-public supplier of aluminum, stainless steel, and structural plastic raw materials where anything is $2 per pound. They accumulate odds and ends from their larger orders, and you can pick through and purchase high quality materials with no minimums. There is a separate entrance for this part of the business... go around to the back of the building and you'll see the signs."",Store,""39.17698,-76.638454""";;;;;
"i3 Detroit,""1481 Wordsworth, Ferndale, MI 48220"",Sven,""electronics, fabrication, art, makerspace, plastic, machining, tools, metal, wood, laser cutting, 3D printing, miscellaneous"",,,,http://www.i3detroit.com,""i3 Detroit is a collaborative environment for people to explore the balance between technology, art and culture. We feel the best way to create this environment is to bring together like-minded people who share a common passion for technology, art and culture. The community is run by its members through voting. All founding members have worked together to create a set of by-laws that all members and supporters follow. The goal is to provide a safe and fun community environment. Our goal is to stay a community resource through continuous hosting of various classes and events. We have created an environment that promotes learning in a fun non-traditional format. i3 Detroit is continually working with other hackerspaces and community organizations to work on projects, events and educational opportunities. What does i3 stand for: Imagine, Innovate & Inspire"",Hackerspace,""42.453829,-83.1139""";;;;;
"MicroCenter,""3710 Highway 100 South, St Louis Park, Minnesota 55416"",Paul Prawdiuk,""electronics, retail, services, tools"",10-9PM M-Sat 11-6PM Sun,(952) 285-4040,,http://microcenter.com/,Computer HW Computer SW Electronics Kits Books/Magazines,Store,""44.9393042,-93.3486988""";;;;;
"HackerMoms,""3288 Adeline Street Berkeley, CA 94703"",Chris Anderson,makerspace,,,,http://mothership.hackermoms.org/,""Mothership HackerMoms is the first-ever women’s hackerspace in the world. We offer onsite childcare through our Hacker Sprouts Kids Education program. We were founded in April 2012 by and for creative mothers and our families. Our expanding community includes hacker moms, hacker dads, non-moms and kids. HackerMoms has been widely covered in the press as a pioneer in the emerging DIY culture that’s now embracing women and children."",Hackerspace,""37.8488416,-122.2714992""";;;;;
"Site 3 coLaboratory,""718R Ossington Ave., Toronto, Canada"",Derek Quenneville,""electronics, fabrication, art, fabric / textiles, makerspace, plastic, machining, tools, metal, wood, laser cutting, 3D printing, paint, miscellaneous, hardware"",,,info@site3.ca,http://site3.ca,We are a member-run makerspace for art and technology collaboration in downtown Toronto. We have all sorts of useful equipment in our two-storey location and a large community of amazing people with many different skills. Our weekly open house is every Thursday from 7-10pm. Come visit - we'd love to meet you!,Makerspace,""43.66188330000001,-79.42559589999999""";;;;;
"Hack Bham,""114 E. Chestnut St., Bellingham, WA"",Jeremy Ruhland,""electronics, art, makerspace, coworking"",Friday's @ 6:30,,,hackbham.com,""Bellingham's first hackerspace, meets fridays at 6:30."",Hackerspace,""48.7484398,-122.4802568""";;;;;
"Unallocatedspace,""512 Shaw Court, Severn, Md."",wonko451,""electronics, pcb, tools, wood, miscellaneous"",See Website,(512) 943-2827,unallocated-space@googlegroups.com,www.unallocatedspace.org,Our space is being designed to have meetings that are not mandatory but will include a lot of current research being done by the membership at large. We have worked hard to make this a place where you are home away from home.,Hackerspace,""39.148037,-76.668846""";;;;;
"Creatron Inc.,""255 College Street, Toronto, Ontario"",Adriana,""electronics, retail"",""M-F 10am to 7pm, Sat 11 to 5, Sun closed"",(416) 977-9258,support@creatroninc.com,http://www.creatroninc.com,,Store,""43.65798239999999,-79.39922589999999""";;;;;
"HacDC,""1525 Newton St NW, Washington, DC 20010-3103"",Nitin,""distributor, electronics, art, fabric / textiles, makerspace, plastic, composites, machining, tools, metal, wood, laser cutting, 3D printing, paint, miscellaneous, hardware"",24x7,202-556-4225,bod@hacdc.org,http://www.hacdc.org,Cool Stuff That Will Happen Again Intro to Visuals for Programmers Electron Tube Class Max/MSP Workshop Quantified Self LightningTalks Intro to Programming AVR Microcontroller Class 2011 Great Global Hackerspace Challenge Linux Class Bike Maintenance Class HacDC Spaceblimp 5 Robotics Class,Hackerspace,""38.9335502,-77.03585389999999""";;;;;
"Collab,""304 Hudson Street, 6th Floor New York, NY 10013"",Andy Singh,""electronics, plastic, metal, wood, laser cutting, 3D printing, Digital Drafting, Injection Molding"",,(212) 727-3190,info@collab-orators.com,http://http://www.collab-orators.com/,""Collab has been created to provide space, technology, and manufacturing equipment for Artists, Architects, Fabricators, Engineers, Painters, Graphic Designers, Entrepreneurs, Environmental Earth Scientists, Musicians, Photographers, and others from a diversity of interdisciplinary pursuits to work on their ideas while collectively developing socially and environmentally conscious prototypes and solutions for this new era. ​ Collab is a combination think tank and fabrication laboratory, providing members with the tools to work on their ideas, and an open source platform, if they choose, for expanding and exchanging those ideas with other members and the populace."",Makerspace,""40.7262412,-74.0073271""";;;;;
"Site 3 coLaboratory,718R Ossington Ave.,Derek Quenneville,""electronics, fabrication, art, fabric / textiles, makerspace, plastic, machining, tools, metal, wood, laser cutting, 3D printing, paint, miscellaneous, hardware"",,,info@site3.ca,http://site3.ca,We are a member-run makerspace for art and technology collaboration in downtown Toronto. We have all sorts of useful equipment in our two-storey location and a large community of amazing people with many different skills. Our weekly open house is every Thursday from 7-10pm. Come visit - we'd love to meet you!,Makerspace,""43.66188330000001,-79.42559589999999""";;;;;
"Creatron Inc.,""255 College Street, Toronto, Ontario"",Adriana,""electronics, retail"",""M-F 10am to 7pm, Sat 11 to 5, Sun closed"",(416) 977-9258,support@creatroninc.com,http://www.creatroninc.com,,Store,""43.65798239999999,-79.39922589999999""";;;;;
"NYFabricates,""4550 30th Street, 1st Floor Long Island City, NY 11101"",Andy Singh,""electronics, fabrication, plastic, machining, metal, wood, laser cutting, 3D printing"",Monday 10am-6pm Tuesday 10am-6pm Wednesday 10am-6pm Thursday 10am-6pm Friday 10am-6pm,(718) 663-8409,,http://nyfabricates.com/,""NYFabricates is a fabrication and prototyping lab providing creative businesses with access to equipment, guided instruction, and the company of a like-minded creative community. We have a full workshop with a wide range of tools, including two CNC milling machines, a 100W large-format Trotec laser cutter, a Dimension 1200 FDM 3D printer, CNC lathes, and the standard suite of workshop tools. Their staff of professional designers and fabricators is available for guided instruction on DIY projects or the commission of complete start-to-finish fabrication jobs. NYFabricates is a program of NYDesigns, a CUNY-owned business incubation unit for designers and design companies at critical stages of growth."",Makerspace,""40.74286499999999,-73.93740799999999""";;;;;
"MakerStore,""Young Street, Southport, Australia, 4215"",Julian Foley,""supplier, distributor, electronics, retail, fabrication"",""9.00 am to 5.00 pm Mon - Fri, 9.00 am to 2.00 pm Saturday"",61457314993,julian.foley@sort.org.au,www.makerstore.org.au,""The MakerStore sells refurbished computers and digital components recycled by SORT Recycling, a start-up NFP computer recycling company. We stock a growing range of Maker Kits sourced from our global partners and developed by young Makers in our Maker Workshops."",Store,""-27.9691422,153.4135122""";;;;;
